Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2017-03-01,The Magnificent Seven,2016,https://boxd.it/eWhLl,3.5,,,2016-11-16
2017-03-01,The Girl with the Dragon Tattoo,2011,https://boxd.it/eWhLv,4.5,,,2016-11-16
2017-03-01,Before the Flood,2016,https://boxd.it/eWhLF,4.5,,,2016-11-16
2017-03-01,"Planes, Trains and Automobiles",1987,https://boxd.it/eWhKR,4,,,2016-11-26
2017-03-01,Doctor Strange,2016,https://boxd.it/eWhL1,4,,,2016-11-26
2017-03-01,War Dogs,2016,https://boxd.it/eWhLb,3.5,,,2016-11-26
2017-03-01,"I Love You, Man",2009,https://boxd.it/eWhKH,4,,,2016-11-27
2017-03-01,Moana,2016,https://boxd.it/eWhKn,4,,,2016-11-28
2017-03-01,Hell or High Water,2016,https://boxd.it/eWhKx,4.5,,,2016-11-28
2017-03-01,Westworld,1973,https://boxd.it/eWhKd,4.5,,,2016-12-06
2017-03-01,Rogue One: A Star Wars Story,2016,https://boxd.it/eWhK3,4.5,,,2016-12-16
2017-03-01,Trainspotting,1996,https://boxd.it/eWhJT,4,,,2016-12-18
2017-03-01,Manchester by the Sea,2016,https://boxd.it/eWhJJ,4.5,,,2016-12-20
2017-03-01,Moonlight,2016,https://boxd.it/eWhJp,4,,,2016-12-21
2017-03-01,Short Term 12,2013,https://boxd.it/eWhJz,4.5,,,2016-12-21
2017-03-01,Memento,2000,https://boxd.it/eWhJf,4.5,,,2016-12-22
2017-03-01,Other People,2016,https://boxd.it/eWhIV,4,,,2016-12-23
2017-03-01,Grosse Pointe Blank,1997,https://boxd.it/eWhJ5,3.5,,,2016-12-23
2017-03-01,Lucky Number Slevin,2006,https://boxd.it/eWhIL,4,,,2016-12-28
2017-03-01,Beasts of No Nation,2015,https://boxd.it/eWhIB,4.5,,,2016-12-29
2017-03-01,Kubo and the Two Strings,2016,https://boxd.it/eWhIr,4.5,,,2016-12-30
2017-03-01,La La Land,2016,https://boxd.it/eWhIh,5,,,2017-01-02
2017-03-01,Sing,2016,https://boxd.it/eWhHX,2.5,,,2017-01-03
2017-03-01,Fantastic Beasts and Where to Find Them,2016,https://boxd.it/eWhI7,3.5,,,2017-01-03
2017-03-01,Nocturnal Animals,2016,https://boxd.it/eWhHN,4.5,,,2017-01-04
2017-03-01,Hunt for the Wilderpeople,2016,https://boxd.it/eWhHD,4.5,,,2017-01-05
2017-03-01,Snowden,2016,https://boxd.it/eWhH9,4,,,2017-01-06
2017-03-01,The Lobster,2015,https://boxd.it/eWhHj,4,,,2017-01-06
2017-03-01,Green Room,2015,https://boxd.it/eWhHt,4.5,,,2017-01-06
2017-03-01,Citizenfour,2014,https://boxd.it/eWhGZ,4.5,,,2017-01-07
2017-03-01,John Wick: Chapter 2,2017,https://boxd.it/eWhGF,4,,,2017-02-12
2017-03-01,Paterson,2016,https://boxd.it/eWhGP,4,,,2017-02-12
2017-03-01,20th Century Women,2016,https://boxd.it/eWhGv,4,,,2017-02-13
2017-03-03,Logan,2017,https://boxd.it/f2E7b,4.5,,,2017-03-02
2023-07-25,Inception,2010,https://boxd.it/4A6y3h,4.5,Yes,,2023-07-24
2023-08-12,Lady Bird,2017,https://boxd.it/4Gd9Vr,4,Yes,,2023-08-10
